Fiscal Year,State,State_Abbr,FIPS,PAI,Source_Link,
2009,Pennsylvania,PA,42,0.702,https://www.fns.usda.gov/snap/qc/pai,
2009,Rhode Island,RI,44,0.717,https://www.fns.usda.gov/snap/qc/pai,
2009,South Carolina,SC,45,0.727,https://www.fns.usda.gov/snap/qc/pai,
2009,South Dakota,SD,46,0.578,https://www.fns.usda.gov/snap/qc/pai,
2009,Tennessee,TN,47,0.82,https://www.fns.usda.gov/snap/qc/pai,
2009,Texas,TX,48,0.555,https://www.fns.usda.gov/snap/qc/pai,
2009,Utah,UT,49,0.461,https://www.fns.usda.gov/snap/qc/pai,
2009,Vermont,VT,50,0.861,https://www.fns.usda.gov/snap/qc/pai,
2009,Virginia,VA,51,0.649,https://www.fns.usda.gov/snap/qc/pai,
2009,Washington,WA,53,0.782,https://www.fns.usda.gov/snap/qc/pai,
2009,West Virginia,WV,54,0.774,https://www.fns.usda.gov/snap/qc/pai,
2009,Wisconsin,WI,55,0.66,https://www.fns.usda.gov/snap/qc/pai,
2009,Wyoming,WY,56,0.398,https://www.fns.usda.gov/snap/qc/pai,
2010,Alabama,AL,01,0.714,https://www.fns.usda.gov/snap/qc/pai,
2010,Alaska,AK,02,0.803,https://www.fns.usda.gov/snap/qc/pai,
2010,Arizona,AZ,04,0.706,https://www.fns.usda.gov/snap/qc/pai,
2010,Arkansas,AR,05,0.669,https://www.fns.usda.gov/snap/qc/pai,
2010,California,CA,06,0.458,https://www.fns.usda.gov/snap/qc/pai,
2010,Colorado,CO,08,0.476,https://www.fns.usda.gov/snap/qc/pai,
2010,Connecticut,CT,09,0.769,https://www.fns.usda.gov/snap/qc/pai,
2010,Delaware,DE,10,0.926,https://www.fns.usda.gov/snap/qc/pai,
2010,District of Columbia,DC,11,0.959,https://www.fns.usda.gov/snap/qc/pai,
2010,Florida,FL,12,0.681,https://www.fns.usda.gov/snap/qc/pai,
2010,Georgia,GA,13,0.749,https://www.fns.usda.gov/snap/qc/pai,
2010,Hawaii,HI,15,0.777,https://www.fns.usda.gov/snap/qc/pai,
2010,Idaho,ID,16,0.622,https://www.fns.usda.gov/snap/qc/pai,
2010,Illinois,IL,17,0.74,https://www.fns.usda.gov/snap/qc/pai,
2010,Indiana,IN,18,0.661,https://www.fns.usda.gov/snap/qc/pai,
2010,Iowa,IA,19,0.693,https://www.fns.usda.gov/snap/qc/pai,
2010,Kansas,KS,20,0.538,https://www.fns.usda.gov/snap/qc/pai,
2010,Kentucky,KY,21,0.762,https://www.fns.usda.gov/snap/qc/pai,
2010,Louisiana,LA,22,0.79,https://www.fns.usda.gov/snap/qc/pai,
2010,Maine,ME,23,1.017,https://www.fns.usda.gov/snap/qc/pai,
2010,Maryland,MD,24,0.817,https://www.fns.usda.gov/snap/qc/pai,
2010,Massachusetts,MA,25,0.81,https://www.fns.usda.gov/snap/qc/pai,
2010,Michigan,MI,26,0.887,https://www.fns.usda.gov/snap/qc/pai,
2010,Minnesota,MN,27,0.555,https://www.fns.usda.gov/snap/qc/pai,
2010,Mississippi,MS,28,0.707,https://www.fns.usda.gov/snap/qc/pai,
2010,Missouri,MO,29,0.785,https://www.fns.usda.gov/snap/qc/pai,
2010,Montana,MT,30,0.61,https://www.fns.usda.gov/snap/qc/pai,
2010,Nebraska,NE,31,0.541,https://www.fns.usda.gov/snap/qc/pai,
2010,Nevada,NV,32,0.571,https://www.fns.usda.gov/snap/qc/pai,
2010,New Hampshire,NH,33,0.756,https://www.fns.usda.gov/snap/qc/pai,
2010,New Jersey,NJ,34,0.561,https://www.fns.usda.gov/snap/qc/pai,
2010,New Mexico,NM,35,0.701,https://www.fns.usda.gov/snap/qc/pai,
2010,New York,NY,36,0.781,https://www.fns.usda.gov/snap/qc/pai,
2010,North Carolina,NC,37,0.661,https://www.fns.usda.gov/snap/qc/pai,
2010,North Dakota,ND,38,0.554,https://www.fns.usda.gov/snap/qc/pai,
2010,Ohio,OH,39,0.726,https://www.fns.usda.gov/snap/qc/pai,
2010,Oklahoma,OK,40,0.752,https://www.fns.usda.gov/snap/qc/pai,
2010,Oregon,OR,41,0.917,https://www.fns.usda.gov/snap/qc/pai,
2010,Pennsylvania,PA,42,0.748,https://www.fns.usda.gov/snap/qc/pai,
2010,Rhode Island,RI,44,0.784,https://www.fns.usda.gov/snap/qc/pai,
2010,South Carolina,SC,45,0.772,https://www.fns.usda.gov/snap/qc/pai,
2010,South Dakota,SD,46,0.67,https://www.fns.usda.gov/snap/qc/pai,
2010,Tennessee,TN,47,0.865,https://www.fns.usda.gov/snap/qc/pai,
2010,Texas,TX,48,0.639,https://www.fns.usda.gov/snap/qc/pai,
2010,Utah,UT,49,0.56,https://www.fns.usda.gov/snap/qc/pai,
2010,Vermont,VT,50,0.869,https://www.fns.usda.gov/snap/qc/pai,
2010,Virginia,VA,51,0.704,https://www.fns.usda.gov/snap/qc/pai,
2010,Washington,WA,53,0.858,https://www.fns.usda.gov/snap/qc/pai,
2010,West Virginia,WV,54,0.801,https://www.fns.usda.gov/snap/qc/pai,
2010,Wisconsin,WI,55,0.781,https://www.fns.usda.gov/snap/qc/pai,
2010,Wyoming,WY,56,0.428,https://www.fns.usda.gov/snap/qc/pai,
2011,Alabama,AL,01,0.759,https://www.fns.usda.gov/snap/qc/pai,
2011,Alaska,AK,02,0.862,https://www.fns.usda.gov/snap/qc/pai,
2011,Arizona,AZ,04,0.711,https://www.fns.usda.gov/snap/qc/pai,
2011,Arkansas,AR,05,0.677,https://www.fns.usda.gov/snap/qc/pai,
2011,California,CA,06,0.49,https://www.fns.usda.gov/snap/qc/pai,
2011,Colorado,CO,08,0.514,https://www.fns.usda.gov/snap/qc/pai,
2011,Connecticut,CT,09,0.777,https://www.fns.usda.gov/snap/qc/pai,
2011,Delaware,DE,10,0.989,https://www.fns.usda.gov/snap/qc/pai,
2011,District of Columbia,DC,11,1.07,https://www.fns.usda.gov/snap/qc/pai,
2011,Florida,FL,12,0.746,https://www.fns.usda.gov/snap/qc/pai,
2011,Georgia,GA,13,0.777,https://www.fns.usda.gov/snap/qc/pai,
2011,Hawaii,HI,15,0.794,https://www.fns.usda.gov/snap/qc/pai,
2011,Idaho,ID,16,0.693,https://www.fns.usda.gov/snap/qc/pai,
2011,Illinois,IL,17,0.738,https://www.fns.usda.gov/snap/qc/pai,
2011,Indiana,IN,18,0.677,https://www.fns.usda.gov/snap/qc/pai,
2011,Iowa,IA,19,0.766,https://www.fns.usda.gov/snap/qc/pai,
2011,Kansas,KS,20,0.589,https://www.fns.usda.gov/snap/qc/pai,
2011,Kentucky,KY,21,0.797,https://www.fns.usda.gov/snap/qc/pai,
2011,Louisiana,LA,22,0.779,https://www.fns.usda.gov/snap/qc/pai,
2011,Maine,ME,23,1.002,https://www.fns.usda.gov/snap/qc/pai,
2011,Maryland,MD,24,0.924,https://www.fns.usda.gov/snap/qc/pai,
2011,Massachusetts,MA,25,0.851,https://www.fns.usda.gov/snap/qc/pai,
2011,Michigan,MI,26,0.889,https://www.fns.usda.gov/snap/qc/pai,
2011,Minnesota,MN,27,0.637,https://www.fns.usda.gov/snap/qc/pai,
2011,Mississippi,MS,28,0.752,https://www.fns.usda.gov/snap/qc/pai,
2011,Missouri,MO,29,0.783,https://www.fns.usda.gov/snap/qc/pai,
2011,Montana,MT,30,0.639,https://www.fns.usda.gov/snap/qc/pai,
2011,Nebraska,NE,31,0.551,https://www.fns.usda.gov/snap/qc/pai,
2011,Nevada,NV,32,0.608,https://www.fns.usda.gov/snap/qc/pai,
2011,New Hampshire,NH,33,0.745,https://www.fns.usda.gov/snap/qc/pai,
2011,New Jersey,NJ,34,0.65,https://www.fns.usda.gov/snap/qc/pai,
2011,New Mexico,NM,35,0.755,https://www.fns.usda.gov/snap/qc/pai,
2011,New York,NY,36,0.779,https://www.fns.usda.gov/snap/qc/pai,
2011,North Carolina,NC,37,0.732,https://www.fns.usda.gov/snap/qc/pai,
2011,North Dakota,ND,38,0.599,https://www.fns.usda.gov/snap/qc/pai,
2011,Ohio,OH,39,0.757,https://www.fns.usda.gov/snap/qc/pai,
2011,Oklahoma,OK,40,0.759,https://www.fns.usda.gov/snap/qc/pai,
2011,Oregon,OR,41,0.925,https://www.fns.usda.gov/snap/qc/pai,
2011,Pennsylvania,PA,42,0.788,https://www.fns.usda.gov/snap/qc/pai,
2011,Rhode Island,RI,44,0.872,https://www.fns.usda.gov/snap/qc/pai,
2011,South Carolina,SC,45,0.76,https://www.fns.usda.gov/snap/qc/pai,
2011,South Dakota,SD,46,0.728,https://www.fns.usda.gov/snap/qc/pai,
2011,Tennessee,TN,47,0.859,https://www.fns.usda.gov/snap/qc/pai,
2011,Texas,TX,48,0.668,https://www.fns.usda.gov/snap/qc/pai,
2011,Utah,UT,49,0.583,https://www.fns.usda.gov/snap/qc/pai,
2011,Vermont,VT,50,0.969,https://www.fns.usda.gov/snap/qc/pai,
2011,Virginia,VA,51,0.72,https://www.fns.usda.gov/snap/qc/pai,
2011,Washington,WA,53,0.886,https://www.fns.usda.gov/snap/qc/pai,
2011,West Virginia,WV,54,0.794,https://www.fns.usda.gov/snap/qc/pai,
2011,Wisconsin,WI,55,0.839,https://www.fns.usda.gov/snap/qc/pai,
2011,Wyoming,WY,56,0.433,https://www.fns.usda.gov/snap/qc/pai,
2012,Alabama,AL,01,0.78733,https://www.fns.usda.gov/snap/qc/pai,
2012,Alaska,AK,02,0.87019,https://www.fns.usda.gov/snap/qc/pai,
2012,Arizona,AZ,04,0.73279,https://www.fns.usda.gov/snap/qc/pai,
2012,Arkansas,AR,05,0.68208,https://www.fns.usda.gov/snap/qc/pai,
2012,California,CA,06,0.50999,https://www.fns.usda.gov/snap/qc/pai,
2012,Colorado,CO,08,0.55241,https://www.fns.usda.gov/snap/qc/pai,
2012,Connecticut,CT,09,0.84387,https://www.fns.usda.gov/snap/qc/pai,
2012,Delaware,DE,10,1.08182,https://www.fns.usda.gov/snap/qc/pai,
2012,District of Columbia,DC,11,1.06447,https://www.fns.usda.gov/snap/qc/pai,
2012,Florida,FL,12,0.79825,https://www.fns.usda.gov/snap/qc/pai,
2012,Georgia,GA,13,0.8148,https://www.fns.usda.gov/snap/qc/pai,
2012,Hawaii,HI,15,0.88439,https://www.fns.usda.gov/snap/qc/pai,
2012,Idaho,ID,16,0.69459,https://www.fns.usda.gov/snap/qc/pai,
2012,Illinois,IL,17,0.79969,https://www.fns.usda.gov/snap/qc/pai,
2012,Indiana,IN,18,0.70882,https://www.fns.usda.gov/snap/qc/pai,
2012,Iowa,IA,19,0.8375,https://www.fns.usda.gov/snap/qc/pai,
2012,Kansas,KS,20,0.59309,https://www.fns.usda.gov/snap/qc/pai,
2012,Kentucky,KY,21,0.81245,https://www.fns.usda.gov/snap/qc/pai,
2012,Louisiana,LA,22,0.79858,https://www.fns.usda.gov/snap/qc/pai,
2012,Maine,ME,23,0.99529,https://www.fns.usda.gov/snap/qc/pai,
2012,Maryland,MD,24,0.95124,https://www.fns.usda.gov/snap/qc/pai,
2012,Massachusetts,MA,25,0.89534,https://www.fns.usda.gov/snap/qc/pai,
2012,Michigan,MI,26,0.85328,https://www.fns.usda.gov/snap/qc/pai,
2012,Minnesota,MN,27,0.68344,https://www.fns.usda.gov/snap/qc/pai,
2012,Mississippi,MS,28,0.74509,https://www.fns.usda.gov/snap/qc/pai,
2012,Missouri,MO,29,0.76726,https://www.fns.usda.gov/snap/qc/pai,
2012,Montana,MT,30,0.62541,https://www.fns.usda.gov/snap/qc/pai,
2012,Nebraska,NE,31,0.55454,https://www.fns.usda.gov/snap/qc/pai,
2012,Nevada,NV,32,0.59972,https://www.fns.usda.gov/snap/qc/pai,
2012,New Hampshire,NH,33,0.7071,https://www.fns.usda.gov/snap/qc/pai,
2012,New Jersey,NJ,34,0.68362,https://www.fns.usda.gov/snap/qc/pai,
2012,New Mexico,NM,35,0.80924,https://www.fns.usda.gov/snap/qc/pai,
2012,New York,NY,36,0.80195,https://www.fns.usda.gov/snap/qc/pai,
2012,North Carolina,NC,37,0.74581,https://www.fns.usda.gov/snap/qc/pai,
2012,North Dakota,ND,38,0.60331,https://www.fns.usda.gov/snap/qc/pai,
2012,Ohio,OH,39,0.77139,https://www.fns.usda.gov/snap/qc/pai,
2012,Oklahoma,OK,40,0.74868,https://www.fns.usda.gov/snap/qc/pai,
2012,Oregon,OR,41,0.96415,https://www.fns.usda.gov/snap/qc/pai,
2012,Pennsylvania,PA,42,0.81183,https://www.fns.usda.gov/snap/qc/pai,
2012,Rhode Island,RI,44,0.95549,https://www.fns.usda.gov/snap/qc/pai,
2012,South Carolina,SC,45,0.79514,https://www.fns.usda.gov/snap/qc/pai,
2012,South Dakota,SD,46,0.7596,https://www.fns.usda.gov/snap/qc/pai,
2012,Tennessee,TN,47,0.90703,https://www.fns.usda.gov/snap/qc/pai,
2012,Texas,TX,48,0.67058,https://www.fns.usda.gov/snap/qc/pai,
2012,Utah,UT,49,0.54421,https://www.fns.usda.gov/snap/qc/pai,
2012,Vermont,VT,50,1.03502,https://www.fns.usda.gov/snap/qc/pai,
2012,Virginia,VA,51,0.74711,https://www.fns.usda.gov/snap/qc/pai,
2012,Washington,WA,53,0.94112,https://www.fns.usda.gov/snap/qc/pai,
2012,West Virginia,WV,54,0.82554,https://www.fns.usda.gov/snap/qc/pai,
2012,Wisconsin,WI,55,0.87023,https://www.fns.usda.gov/snap/qc/pai,
2012,Wyoming,WY,56,0.39759,https://www.fns.usda.gov/snap/qc/pai,
2013,Alabama,AL,01,0.791,https://www.fns.usda.gov/snap/qc/pai,
2013,Alaska,AK,02,0.969,https://www.fns.usda.gov/snap/qc/pai,
2013,Arizona,AZ,04,0.714,https://www.fns.usda.gov/snap/qc/pai,
2013,Arkansas,AR,05,0.674,https://www.fns.usda.gov/snap/qc/pai,
2013,California,CA,06,0.532,https://www.fns.usda.gov/snap/qc/pai,
2013,Colorado,CO,08,0.568,https://www.fns.usda.gov/snap/qc/pai,
2013,Connecticut,CT,09,0.885,https://www.fns.usda.gov/snap/qc/pai,
2013,Delaware,DE,10,0.998,https://www.fns.usda.gov/snap/qc/pai,
2013,District of Columbia,DC,11,1.031,https://www.fns.usda.gov/snap/qc/pai,
2013,Florida,FL,12,0.836,https://www.fns.usda.gov/snap/qc/pai,
2013,Georgia,GA,13,0.809,https://www.fns.usda.gov/snap/qc/pai,
2013,Hawaii,HI,15,0.961,https://www.fns.usda.gov/snap/qc/pai,
2013,Idaho,ID,16,0.674,https://www.fns.usda.gov/snap/qc/pai,
2013,Illinois,IL,17,0.852,https://www.fns.usda.gov/snap/qc/pai,
2013,Indiana,IN,18,0.699,https://www.fns.usda.gov/snap/qc/pai,
2013,Iowa,IA,19,0.842,https://www.fns.usda.gov/snap/qc/pai,
2013,Kansas,KS,20,0.618,https://www.fns.usda.gov/snap/qc/pai,
2013,Kentucky,KY,21,0.841,https://www.fns.usda.gov/snap/qc/pai,
2013,Louisiana,LA,22,0.811,https://www.fns.usda.gov/snap/qc/pai,
2013,Maine,ME,23,0.981,https://www.fns.usda.gov/snap/qc/pai,
2013,Maryland,MD,24,1.014,https://www.fns.usda.gov/snap/qc/pai,
2013,Massachusetts,MA,25,0.898,https://www.fns.usda.gov/snap/qc/pai,
2013,Michigan,MI,26,0.847,https://www.fns.usda.gov/snap/qc/pai,
2013,Minnesota,MN,27,0.708,https://www.fns.usda.gov/snap/qc/pai,
2013,Mississippi,MS,28,0.763,https://www.fns.usda.gov/snap/qc/pai,
2013,Missouri,MO,29,0.756,https://www.fns.usda.gov/snap/qc/pai,
2013,Montana,MT,30,0.601,https://www.fns.usda.gov/snap/qc/pai,
2013,Nebraska,NE,31,0.553,https://www.fns.usda.gov/snap/qc/pai,
2013,Nevada,NV,32,0.625,https://www.fns.usda.gov/snap/qc/pai,
2013,New Hampshire,NH,33,0.762,https://www.fns.usda.gov/snap/qc/pai,
2013,New Jersey,NJ,34,0.677,https://www.fns.usda.gov/snap/qc/pai,
2013,New Mexico,NM,35,0.757,https://www.fns.usda.gov/snap/qc/pai,
2013,New York,NY,36,0.82,https://www.fns.usda.gov/snap/qc/pai,
2013,North Carolina,NC,37,0.747,https://www.fns.usda.gov/snap/qc/pai,
2013,North Dakota,ND,38,0.511,https://www.fns.usda.gov/snap/qc/pai,
2013,Ohio,OH,39,0.785,https://www.fns.usda.gov/snap/qc/pai,
2013,Oklahoma,OK,40,0.771,https://www.fns.usda.gov/snap/qc/pai,
2013,Oregon,OR,41,0.963,https://www.fns.usda.gov/snap/qc/pai,
2013,Pennsylvania,PA,42,0.817,https://www.fns.usda.gov/snap/qc/pai,
2013,Rhode Island,RI,44,0.946,https://www.fns.usda.gov/snap/qc/pai,
2013,South Carolina,SC,45,0.795,https://www.fns.usda.gov/snap/qc/pai,
2013,South Dakota,SD,46,0.685,https://www.fns.usda.gov/snap/qc/pai,
2013,Tennessee,TN,47,0.91,https://www.fns.usda.gov/snap/qc/pai,
2013,Texas,TX,48,0.673,https://www.fns.usda.gov/snap/qc/pai,
2013,Utah,UT,49,0.507,https://www.fns.usda.gov/snap/qc/pai,
2013,Vermont,VT,50,0.984,https://www.fns.usda.gov/snap/qc/pai,
2013,Virginia,VA,51,0.754,https://www.fns.usda.gov/snap/qc/pai,
2013,Washington,WA,53,0.89,https://www.fns.usda.gov/snap/qc/pai,
2013,West Virginia,WV,54,0.821,https://www.fns.usda.gov/snap/qc/pai,
2013,Wisconsin,WI,55,0.863,https://www.fns.usda.gov/snap/qc/pai,
2013,Wyoming,WY,56,0.45,https://www.fns.usda.gov/snap/qc/pai,
2014,Alabama,AL,01,0.761,https://www.fns.usda.gov/snap/qc/pai,
2014,Alaska,AK,02,0.788,https://www.fns.usda.gov/snap/qc/pai,
2014,Arizona,AZ,04,0.666,https://www.fns.usda.gov/snap/qc/pai,
2014,Arkansas,AR,05,0.675,https://www.fns.usda.gov/snap/qc/pai,
2014,California,CA,06,0.565,https://www.fns.usda.gov/snap/qc/pai,
2014,Colorado,CO,08,0.591,https://www.fns.usda.gov/snap/qc/pai,
2014,Connecticut,CT,09,0.912,https://www.fns.usda.gov/snap/qc/pai,
2014,Delaware,DE,10,1.042,https://www.fns.usda.gov/snap/qc/pai,
2014,District of Columbia,DC,11,1.093,https://www.fns.usda.gov/snap/qc/pai,
2014,Florida,FL,12,0.836,https://www.fns.usda.gov/snap/qc/pai,
2014,Georgia,GA,13,0.795,https://www.fns.usda.gov/snap/qc/pai,
2014,Hawaii,HI,15,0.929,https://www.fns.usda.gov/snap/qc/pai,
2014,Idaho,ID,16,0.616,https://www.fns.usda.gov/snap/qc/pai,
2014,Illinois,IL,17,0.86,https://www.fns.usda.gov/snap/qc/pai,
2014,Indiana,IN,18,0.684,https://www.fns.usda.gov/snap/qc/pai,
2014,Iowa,IA,19,0.805,https://www.fns.usda.gov/snap/qc/pai,
2014,Kansas,KS,20,0.566,https://www.fns.usda.gov/snap/qc/pai,
2014,Kentucky,KY,21,0.774,https://www.fns.usda.gov/snap/qc/pai,
2014,Louisiana,LA,22,0.76,https://www.fns.usda.gov/snap/qc/pai,
2014,Maine,ME,23,0.928,https://www.fns.usda.gov/snap/qc/pai,
2014,Maryland,MD,24,1.005,https://www.fns.usda.gov/snap/qc/pai,
2014,Massachusetts,MA,25,0.863,https://www.fns.usda.gov/snap/qc/pai,
2014,Michigan,MI,26,0.813,https://www.fns.usda.gov/snap/qc/pai,
2014,Minnesota,MN,27,0.664,https://www.fns.usda.gov/snap/qc/pai,
2014,Mississippi,MS,28,0.803,https://www.fns.usda.gov/snap/qc/pai,
2014,Missouri,MO,29,0.709,https://www.fns.usda.gov/snap/qc/pai,
2014,Montana,MT,30,0.605,https://www.fns.usda.gov/snap/qc/pai,
2014,Nebraska,NE,31,0.557,https://www.fns.usda.gov/snap/qc/pai,
2014,Nevada,NV,32,0.683,https://www.fns.usda.gov/snap/qc/pai,
2014,New Hampshire,NH,33,0.701,https://www.fns.usda.gov/snap/qc/pai,
2014,New Jersey,NJ,34,0.704,https://www.fns.usda.gov/snap/qc/pai,
2014,New Mexico,NM,35,0.779,https://www.fns.usda.gov/snap/qc/pai,
2014,New York,NY,36,0.791,https://www.fns.usda.gov/snap/qc/pai,
2014,North Carolina,NC,37,0.722,https://www.fns.usda.gov/snap/qc/pai,
2014,North Dakota,ND,38,0.52,https://www.fns.usda.gov/snap/qc/pai,
2014,Ohio,OH,39,0.758,https://www.fns.usda.gov/snap/qc/pai,
2014,Oklahoma,OK,40,0.756,https://www.fns.usda.gov/snap/qc/pai,
2014,Oregon,OR,41,0.942,https://www.fns.usda.gov/snap/qc/pai,
2014,Pennsylvania,PA,42,0.819,https://www.fns.usda.gov/snap/qc/pai,
2014,Rhode Island,RI,44,0.942,https://www.fns.usda.gov/snap/qc/pai,
2014,South Carolina,SC,45,0.743,https://www.fns.usda.gov/snap/qc/pai,
2014,South Dakota,SD,46,0.713,https://www.fns.usda.gov/snap/qc/pai,
2014,Tennessee,TN,47,0.849,https://www.fns.usda.gov/snap/qc/pai,
2014,Texas,TX,48,0.642,https://www.fns.usda.gov/snap/qc/pai,
2014,Utah,UT,49,0.494,https://www.fns.usda.gov/snap/qc/pai,
2014,Vermont,VT,50,0.93,https://www.fns.usda.gov/snap/qc/pai,
2014,Virginia,VA,51,0.723,https://www.fns.usda.gov/snap/qc/pai,
2014,Washington,WA,53,0.921,https://www.fns.usda.gov/snap/qc/pai,
2014,West Virginia,WV,54,0.861,https://www.fns.usda.gov/snap/qc/pai,
2014,Wisconsin,WI,55,0.876,https://www.fns.usda.gov/snap/qc/pai,
2014,Wyoming,WY,56,0.385,https://www.fns.usda.gov/snap/qc/pai,
2015,Alabama,AL,01,0.783,https://www.fns.usda.gov/snap/qc/pai,
2015,Alaska,AK,02,0.815,https://www.fns.usda.gov/snap/qc/pai,
2015,Arizona,AZ,04,0.668,https://www.fns.usda.gov/snap/qc/pai,
2015,Arkansas,AR,05,0.633,https://www.fns.usda.gov/snap/qc/pai,
2015,California,CA,06,0.602,https://www.fns.usda.gov/snap/qc/pai,
2015,Colorado,CO,08,0.603,https://www.fns.usda.gov/snap/qc/pai,
2015,Connecticut,CT,09,0.92,https://www.fns.usda.gov/snap/qc/pai,
2015,Delaware,DE,10,1.015,https://www.fns.usda.gov/snap/qc/pai,
2015,District of Columbia,DC,11,1.031,https://www.fns.usda.gov/snap/qc/pai,
2015,Florida,FL,12,0.872,https://www.fns.usda.gov/snap/qc/pai,
2015,Georgia,GA,13,0.81,https://www.fns.usda.gov/snap/qc/pai,
2015,Hawaii,HI,15,1.003,https://www.fns.usda.gov/snap/qc/pai,
2015,Idaho,ID,16,0.606,https://www.fns.usda.gov/snap/qc/pai,
2015,Illinois,IL,17,0.907,https://www.fns.usda.gov/snap/qc/pai,
2015,Indiana,IN,18,0.664,https://www.fns.usda.gov/snap/qc/pai,
2015,Iowa,IA,19,0.786,https://www.fns.usda.gov/snap/qc/pai,
2015,Kansas,KS,20,0.549,https://www.fns.usda.gov/snap/qc/pai,
2015,Kentucky,KY,21,0.746,https://www.fns.usda.gov/snap/qc/pai,
2015,Louisiana,LA,22,0.764,https://www.fns.usda.gov/snap/qc/pai,
2015,Maine,ME,23,0.858,https://www.fns.usda.gov/snap/qc/pai,
2015,Maryland,MD,24,1.041,https://www.fns.usda.gov/snap/qc/pai,
2015,Massachusetts,MA,25,0.801,https://www.fns.usda.gov/snap/qc/pai,
2015,Michigan,MI,26,0.789,https://www.fns.usda.gov/snap/qc/pai,
2015,Minnesota,MN,27,0.656,https://www.fns.usda.gov/snap/qc/pai,
2015,Mississippi,MS,28,0.77,https://www.fns.usda.gov/snap/qc/pai,
2015,Missouri,MO,29,0.74,https://www.fns.usda.gov/snap/qc/pai,
2015,Montana,MT,30,0.617,https://www.fns.usda.gov/snap/qc/pai,
2015,Nebraska,NE,31,0.575,https://www.fns.usda.gov/snap/qc/pai,
2015,Nevada,NV,32,0.766,https://www.fns.usda.gov/snap/qc/pai,
2015,New Hampshire,NH,33,0.758,https://www.fns.usda.gov/snap/qc/pai,
2015,New Jersey,NJ,34,0.717,https://www.fns.usda.gov/snap/qc/pai,
2015,New Mexico,NM,35,,https://www.fns.usda.gov/snap/qc/pai,
2015,New York,NY,36,0.791,https://www.fns.usda.gov/snap/qc/pai,
2015,North Carolina,NC,37,0.767,https://www.fns.usda.gov/snap/qc/pai,
2015,North Dakota,ND,38,0.534,https://www.fns.usda.gov/snap/qc/pai,
2015,Ohio,OH,39,0.761,https://www.fns.usda.gov/snap/qc/pai,
2015,Oklahoma,OK,40,0.767,https://www.fns.usda.gov/snap/qc/pai,
2015,Oregon,OR,41,0.98,https://www.fns.usda.gov/snap/qc/pai,
2015,Pennsylvania,PA,42,0.873,https://www.fns.usda.gov/snap/qc/pai,
2015,Rhode Island,RI,44,0.95,https://www.fns.usda.gov/snap/qc/pai,
2015,South Carolina,SC,45,0.808,https://www.fns.usda.gov/snap/qc/pai,
2015,South Dakota,SD,46,0.68,https://www.fns.usda.gov/snap/qc/pai,
2015,Tennessee,TN,47,0.842,https://www.fns.usda.gov/snap/qc/pai,
2015,Texas,TX,48,0.656,https://www.fns.usda.gov/snap/qc/pai,
2015,Utah,UT,49,0.503,https://www.fns.usda.gov/snap/qc/pai,
2015,Vermont,VT,50,0.926,https://www.fns.usda.gov/snap/qc/pai,
2015,Virginia,VA,51,0.708,https://www.fns.usda.gov/snap/qc/pai,
2015,Washington,WA,53,0.947,https://www.fns.usda.gov/snap/qc/pai,
2015,West Virginia,WV,54,0.881,https://www.fns.usda.gov/snap/qc/pai,
2015,Wisconsin,WI,55,0.871,https://www.fns.usda.gov/snap/qc/pai,
2015,Wyoming,WY,56,0.385,https://www.fns.usda.gov/snap/qc/pai,
2016,Alabama,AL,01,0.791,https://www.fns.usda.gov/snap/qc/pai,
2016,Alaska,AK,02,0.871,https://www.fns.usda.gov/snap/qc/pai,
2016,Arizona,AZ,04,0.659,https://www.fns.usda.gov/snap/qc/pai,
2016,Arkansas,AR,05,0.612,https://www.fns.usda.gov/snap/qc/pai,
2016,California,CA,06,0.617,https://www.fns.usda.gov/snap/qc/pai,
2016,Colorado,CO,08,0.582,https://www.fns.usda.gov/snap/qc/pai,
2016,Connecticut,CT,09,0.956,https://www.fns.usda.gov/snap/qc/pai,
2016,Delaware,DE,10,1.066,https://www.fns.usda.gov/snap/qc/pai,
2016,District of Columbia,DC,11,0.916,https://www.fns.usda.gov/snap/qc/pai,
2016,Florida,FL,12,0.828,https://www.fns.usda.gov/snap/qc/pai,
2016,Georgia,GA,13,0.821,https://www.fns.usda.gov/snap/qc/pai,
2016,Hawaii,HI,15,1.016,https://www.fns.usda.gov/snap/qc/pai,
2016,Idaho,ID,16,0.571,https://www.fns.usda.gov/snap/qc/pai,
2016,Illinois,IL,17,0.888,https://www.fns.usda.gov/snap/qc/pai,
2016,Indiana,IN,18,0.608,https://www.fns.usda.gov/snap/qc/pai,
2016,Iowa,IA,19,0.794,https://www.fns.usda.gov/snap/qc/pai,
2016,Kansas,KS,20,0.531,https://www.fns.usda.gov/snap/qc/pai,
2016,Kentucky,KY,21,0.652,https://www.fns.usda.gov/snap/qc/pai,
2016,Louisiana,LA,22,0.78,https://www.fns.usda.gov/snap/qc/pai,
2016,Maine,ME,23,0.863,https://www.fns.usda.gov/snap/qc/pai,
2016,Maryland,MD,24,0.994,https://www.fns.usda.gov/snap/qc/pai,
2016,Massachusetts,MA,25,0.883,https://www.fns.usda.gov/snap/qc/pai,
2016,Michigan,MI,26,0.767,https://www.fns.usda.gov/snap/qc/pai,
2016,Minnesota,MN,27,0.643,https://www.fns.usda.gov/snap/qc/pai,
2016,Mississippi,MS,28,0.732,https://www.fns.usda.gov/snap/qc/pai,
